n	PCC	 	 	 	Lower-tailed	 	 	 	 	 	Upper-tailed	 	 
8	0.6	-0.823777926266	-0.723899423414	-0.641063277407	-0.554135885929	-0.432686396063	-0.336961962695	0.105570392149	0.169275742111	0.265550322709	0.347283605207	0.432057568476	0.552720503047
8	0.65	-0.837590797969	-0.738453499217	-0.655838507441	-0.567021991019	-0.44807015116	-0.348151552041	0.0919500740587	0.150102562527	0.243882517207	0.324258590259	0.410819582439	0.532715600652
8	0.7	-0.860916753532	-0.759563028552	-0.677029167249	-0.590671495174	-0.462680759739	-0.359811135117	0.0772893152035	0.132771127873	0.221681761261	0.301477858021	0.382519485943	0.499106375651
8	0.75	-0.881330320444	-0.783471072366	-0.70202648242	-0.612164632048	-0.479598706464	-0.373847277652	0.0629495091496	0.111224957267	0.191543123686	0.266429119579	0.345291989397	0.460403336269
8	0.8	-0.923153936772	-0.817898231165	-0.731943196886	-0.634610323067	-0.498397136261	-0.389063825517	0.0478077137162	0.0888544448352	0.160045673649	0.228007846627	0.303148906412	0.42160031501
8	0.85	-0.971592197795	-0.85760562401	-0.762573847386	-0.66178627406	-0.51586478971	-0.401641278059	0.0331007304115	0.0651166807517	0.12380901723	0.182264316867	0.253422015694	0.351176547103
8	0.9	-1.0137963997	-0.89671929215	-0.803539518729	-0.694741629036	-0.543610622318	-0.418474056649	0.0182685472775	0.0402650307948	0.0829580707031	0.127050061878	0.180894736088	0.268496622072
8	0.95	-1.08778195083	-0.960796903961	-0.85363895648	-0.734755514207	-0.56691488781	-0.437425188545	0.00578681131682	0.0153516158284	0.0361556359627	0.0611378182171	0.0916809130241	0.146625502611
9	0.0	-0.607620173263	-0.51688357508	-0.442588911026	-0.370151028992	-0.271582375498	-0.198874326907	0.201127358706	0.274969193234	0.372210658662	0.446026772792	0.517317357508	0.604890645309
9	0.05	-0.621009293896	-0.529713983159	-0.458401057031	-0.384308717177	-0.283882128759	-0.209747568202	0.192853030996	0.264761569863	0.363638578713	0.435520580998	0.504198171853	0.595663541606
9	0.1	-0.617274084355	-0.53087095256	-0.464573829217	-0.390045442299	-0.290569221476	-0.215819284086	0.185376711245	0.258709285557	0.355691152692	0.427180141131	0.497728316549	0.589728703543
9	0.15	-0.634302648017	-0.540284130581	-0.468548572868	-0.397875671731	-0.298472099115	-0.223893785155	0.176796021714	0.248229660243	0.34410358333	0.419060501412	0.495340469358	0.584650982876
9	0.2	-0.642633495856	-0.552314933718	-0.480712533743	-0.408038865881	-0.308309306138	-0.232399552174	0.166019498883	0.236258577922	0.330139628587	0.404281601676	0.477750449432	0.570940496035
9	0.25	-0.647663965492	-0.562844662976	-0.489906104547	-0.417445835118	-0.319230048383	-0.241939430803	0.157792294212	0.225820032962	0.319249940098	0.390982128362	0.461211966976	0.557038153391
9	0.3	-0.676764479556	-0.582839095125	-0.508248140783	-0.430164244939	-0.328556920836	-0.248891512274	0.149898021635	0.217801960726	0.311240080305	0.382447018118	0.456807227166	0.551012379695
9	0.35	-0.676339453602	-0.584037609437	-0.513424273944	-0.439587673119	-0.335768730817	-0.255824432355	0.140834901402	0.205215386579	0.296221833639	0.364615947415	0.442832112494	0.534633401849
9	0.4	-0.693380307518	-0.603645052841	-0.526852773485	-0.449192905539	-0.345039762004	-0.265109876091	0.130253117869	0.19376251313	0.283515814466	0.352383992252	0.428306927513	0.527619105795
9	0.45	-0.716484304122	-0.608768826162	-0.533057354697	-0.457954252986	-0.354316897787	-0.27380318057	0.120329792832	0.180666955183	0.271749954172	0.343678411644	0.419565539399	0.521735977923
9	0.5	-0.712035078844	-0.624028525546	-0.551467026746	-0.474487314102	-0.367090569951	-0.283352618262	0.109211435628	0.167964234982	0.254184638792	0.32509358951	0.396910570388	0.489478565975
9	0.55	-0.723569569553	-0.637619403441	-0.565802535304	-0.487138222578	-0.378347737278	-0.292650811374	0.0987861183435	0.155202230629	0.242039635688	0.316196455564	0.386445117048	0.48482452663
9	0.6	-0.751321157344	-0.658482529914	-0.580459936191	-0.501769184538	-0.388998720986	-0.302506166162	0.0873054180239	0.139748230996	0.220812303658	0.289955570361	0.365575403696	0.4552322971
9	0.65	-0.766132055348	-0.677852224881	-0.599520292749	-0.519455572167	-0.400388804334	-0.310777900144	0.0762063001115	0.124889120014	0.203649211535	0.271794310297	0.340767034525	0.437907555764
9	0.7	-0.798741297264	-0.698243324602	-0.616809986997	-0.532658689253	-0.414274840527	-0.323478935801	0.0636573870243	0.1083353482	0.177483005473	0.242012209003	0.311259638562	0.403034786692
9	0.75	-0.818246761946	-0.713605609171	-0.631752535243	-0.546997541515	-0.428061827963	-0.333737858064	0.0512498182118	0.0899473411555	0.154283245532	0.21266541178	0.278318269833	0.374367421059
9	0.8	-0.858005211794	-0.747342901925	-0.661470377645	-0.575352154059	-0.449594889017	-0.347676526297	0.0388007215232	0.071224830454	0.126939537212	0.179541280974	0.239966438546	0.318548984035
9	0.85	-0.88420959238	-0.771568218538	-0.68628156945	-0.59035852543	-0.462878972631	-0.359959602744	0.0270115461419	0.052623772888	0.0988001801303	0.144377692492	0.194241229445	0.280672552122
9	0.9	-0.929776362475	-0.817693097087	-0.726893190878	-0.627829059416	-0.486745820882	-0.374159887649	0.0145809693538	0.0314769725682	0.0646998175224	0.098838523211	0.138371808686	0.206487870537
9	0.95	-0.9976411904	-0.872608577343	-0.77069474923	-0.66198413862	-0.51044214037	-0.391133748301	0.0047074231516	0.0122278121408	0.028110631126	0.0453665167255	0.0692784234423	0.108190396986
10	0.0	-0.540802296775	-0.460814515685	-0.393803015994	-0.329557979297	-0.242433391884	-0.178333586881	0.17816616928	0.243277340126	0.330971856013	0.397001783623	0.462797339402	0.550818403143
10	0.05	-0.552599695508	-0.469168590158	-0.403554149682	-0.338745003475	-0.24993081715	-0.184612377328	0.17108182473	0.235954142519	0.32544878671	0.390156135698	0.453405698445	0.53730273636
10	0.1	-0.563705025283	-0.485241260721	-0.417650213093	-0.351659462889	-0.262238903573	-0.195630763006	0.161763505834	0.223841651576	0.30829649149	0.375635343168	0.440163042946	0.529087759195
10	0.15	-0.581870941063	-0.490849112792	-0.424246863781	-0.356604481545	-0.268226809181	-0.200118285879	0.156659541747	0.21862459443	0.303576888323	0.367293764398	0.430357849023	0.517853040583
10	0.2	-0.586449845235	-0.500523205551	-0.433159973196	-0.364941190374	-0.277047957304	-0.207962162374	0.147015698981	0.207921728841	0.289527067411	0.359754351689	0.425588861497	0.513621053134
10	0.25	-0.600835673724	-0.513708551403	-0.444583370529	-0.377398338858	-0.285659624626	-0.215112174201	0.137895199685	0.19648569314	0.279572741583	0.343756336585	0.407446485981	0.49799494032
10	0.3	-0.600801573409	-0.5192217303	-0.456973145695	-0.386279108261	-0.294061552574	-0.223731232721	0.13060493063	0.189851676693	0.271613969824	0.336654007611	0.398756078063	0.481753885834
10	0.35	-0.620247250657	-0.531102438543	-0.463566784299	-0.393584184495	-0.30380011676	-0.230731649605	0.121542298333	0.178620302352	0.257233978861	0.322636979009	0.388174028493	0.479509673473
10	0.4	-0.636049991921	-0.544983373717	-0.475417773954	-0.407596433407	-0.312227567676	-0.23981231265	0.113944914858	0.168162879412	0.245439656206	0.305767356332	0.369360961387	0.459203648593
10	0.45	-0.63400454456	-0.55504235601	-0.485461275444	-0.41644154185	-0.319882079527	-0.246227211972	0.103421420169	0.155554718866	0.23369799443	0.296887281712	0.361959431232	0.454183282001
10	0.5	-0.672716166479	-0.575103799237	-0.506309044492	-0.432008618778	-0.332508123663	-0.255346761112	0.0943567393403	0.143783981023	0.217809224294	0.281097584454	0.343494675186	0.435957359915
10	0.55	-0.676799845238	-0.58940248515	-0.518625151251	-0.444512073007	-0.34362747724	-0.264140208505	0.0846228013927	0.132706809739	0.206253092028	0.262957235974	0.32587505841	0.413880980148
10	0.6	-0.689617028737	-0.597046867151	-0.526973800289	-0.453221804677	-0.351487753461	-0.272555151866	0.0744650473984	0.118988370235	0.183441791903	0.242453167342	0.305821735101	0.395191919881
10	0.65	-0.71301896278	-0.617657251113	-0.54610706975	-0.470276262567	-0.364779597317	-0.282145398125	0.0642595801754	0.104786188804	0.168451355952	0.223229184518	0.279756688526	0.358860398846
10	0.7	-0.721402806634	-0.629555982962	-0.562208590206	-0.484368700236	-0.378010695745	-0.292703098697	0.0542902058297	0.0911851785662	0.150902716935	0.204938341079	0.264595454751	0.354862465761
10	0.75	-0.756233361305	-0.655995175937	-0.582775954076	-0.504563905702	-0.39186729769	-0.304636000432	0.0434664719356	0.0754145084628	0.129357910144	0.177643747216	0.23453942225	0.317345360517
10	0.8	-0.784870352513	-0.684783670468	-0.605477143972	-0.521152590035	-0.404728509008	-0.315402481619	0.032819880411	0.0599908578168	0.106723262062	0.15145887164	0.19791872544	0.27214983526
10	0.85	-0.813585432341	-0.716751351729	-0.631021878508	-0.544901166138	-0.42249331503	-0.327178975143	0.022191978824	0.0427725748785	0.0789500430012	0.113933024439	0.153439417919	0.22274254837
10	0.9	-0.857796724273	-0.751294528231	-0.659454806416	-0.570275425977	-0.441700285626	-0.339076405859	0.0121718310755	0.0259483580619	0.0512632984541	0.077597100934	0.106865924093	0.154816991829
10	0.95	-0.909612348521	-0.794318625158	-0.697442496782	-0.599036737737	-0.46024038212	-0.354080522612	0.00385725459273	0.00998639297232	0.0229121592563	0.0359850839674	0.0538982855364	0.086477870669
11	0.0	-0.490679592653	-0.412920291138	-0.356129429103	-0.297686492317	-0.217919113464	-0.160451204969	0.160213967174	0.219059583518	0.299306124535	0.360954031953	0.420559620306	0.489541992719
11	0.05	-0.51058539992	-0.429241323605	-0.369913457237	-0.306812209082	-0.226876284646	-0.166614963713	0.152845800103	0.210314539541	0.286697169263	0.343789027054	0.401636674963	0.481912904048
11	0.1	-0.519645549452	-0.435518717888	-0.373937412704	-0.311457210585	-0.233257643568	-0.173836554856	0.145918961884	0.201847524879	0.278121830723	0.336424508317	0.402043993643	0.489774671711
11	0.15	-0.529888615286	-0.449577861395	-0.386593097005	-0.322943466494	-0.241859018562	-0.181405757087	0.138727011048	0.193801020503	0.269143448054	0.325896399248	0.385732452361	0.47030173112
11	0.2	-0.533579279697	-0.455157865761	-0.393069872778	-0.333653794882	-0.249349411441	-0.186864320601	0.130985607095	0.18522502122	0.259367366326	0.316065531513	0.374952967249	0.454306015663
11	0.25	-0.54331780707	-0.46884034849	-0.405450190662	-0.34368273334	-0.259940598424	-0.196366060347	0.122761464955	0.175505498777	0.247809683276	0.306110344206	0.36244169779	0.43992928456
11	0.3	-0.551809099098	-0.475503494672	-0.412092520607	-0.349888514264	-0.267392838225	-0.202399716408	0.116047736754	0.166372156216	0.240493420394	0.297589993429	0.358360636692	0.440914850485
11	0.35	-0.56429091862	-0.482153936681	-0.423374425044	-0.361484391385	-0.275824044352	-0.210001283135	0.108183228668	0.157870084298	0.228770828795	0.285879095601	0.342632366044	0.418551799229
11	0.4	-0.585918105155	-0.498777545412	-0.437444553242	-0.371530427834	-0.286092159555	-0.217968088936	0.0996535127991	0.147528947148	0.217802616669	0.272380758973	0.32987801239	0.405447237214
11	0.45	-0.588556608964	-0.510987434294	-0.447729286844	-0.381461725125	-0.294148700295	-0.225389072228	0.092508718768	0.138821902353	0.206264768179	0.260502555634	0.31827994595	0.388420311656
11	0.5	-0.609609353985	-0.52454404887	-0.457516887582	-0.394127077213	-0.303658601229	-0.233308322404	0.0834858629392	0.127350189851	0.193477969011	0.247725765299	0.30373251198	0.379726145198
11	0.55	-0.617086076494	-0.536530916782	-0.470057062058	-0.405267376962	-0.313978778294	-0.24123528344	0.0743308615292	0.115119252888	0.175258937183	0.228759044005	0.284776039607	0.366794519019
11	0.6	-0.639060643827	-0.55182688627	-0.48500787357	-0.418209391162	-0.324284025062	-0.248628406208	0.0655458864236	0.103677783462	0.162984066583	0.212501269106	0.266925010032	0.345584498065
11	0.65	-0.653474735434	-0.567566168486	-0.500130057558	-0.431573760905	-0.333583102957	-0.259013453593	0.0558681821855	0.091224849339	0.146083198457	0.193185801991	0.244703423401	0.314034014373
11	0.7	-0.67705858386	-0.59067302638	-0.520088920515	-0.445019530458	-0.344730177173	-0.266028207052	0.046630360597	0.0785242543604	0.129011946882	0.173133855719	0.218472360038	0.284154771247
11	0.75	-0.697675339182	-0.614517809733	-0.543135703404	-0.466084510431	-0.360469061936	-0.278144199398	0.0373844488302	0.0642292884641	0.108887721808	0.147546069734	0.194178584395	0.262028941523
11	0.8	-0.716806933827	-0.628955329347	-0.553817120063	-0.477218037003	-0.371546774264	-0.287765493496	0.028408126452	0.0510774060102	0.0881105863463	0.122255515054	0.163137754935	0.220458484021
11	0.85	-0.759117236414	-0.666211559788	-0.587351751052	-0.50271903326	-0.387924083501	-0.299388449644	0.0185634118101	0.0358947632935	0.0666774615905	0.0950838653453	0.128671868884	0.18577626839
11	0.9	-0.801205745544	-0.700956818156	-0.612684602153	-0.522569106945	-0.402836210149	-0.311198252628	0.0103807350604	0.0216994146583	0.0425593802759	0.0625843272632	0.0874844049514	0.128858671748
11	0.95	-0.855706695901	-0.73611404877	-0.643987532951	-0.55299291871	-0.419407269355	-0.322822920304	0.00328226922768	0.00844004934899	0.0188460334374	0.0297147971086	0.0434632451213	0.0656445904315
12	0.0	-0.452103633323	-0.382061521694	-0.326109079878	-0.271500068105	-0.198795406289	-0.145160086145	0.146844861639	0.20052695541	0.272898746859	0.327142324131	0.382680147674	0.449963009386
12	0.05	-0.459834534883	-0.38839352801	-0.332994769702	-0.278977158245	-0.206551413639	-0.153199510745	0.138099755108	0.190390601462	0.260143036007	0.314870352007	0.37034470575	0.442489393572
12	0.1	-0.478857314634	-0.404309849651	-0.343709857685	-0.289586276228	-0.214890398745	-0.159277304081	0.133536567653	0.184531287269	0.252994688974	0.307829926358	0.361785487969	0.434810262525
