ID	6848	5779	4507	A4T6	4418	A4T8	5429	8025	7458	5936	6207	6970	8615	A4TD	6745	4490	5126	1594	7146	5775	6594	1679	6774	4384	6849	5941	8505	8056	3396	5420	1677	7283	4675	7536	6743	7227	7974	7714	5643	7220	5375	6593	6981	6178	4250	4512	6595	6203	5072	7727	A4T9	7554	7154	4659	5930	5051	6761	A4VK	A4TC	4494	6214	A4P8
ESYT1	2969.6814	2176.7594	2553.4417	1868.9844	2424.5949	3251.6535	1748.6466	2071.9760	2677.8118	2407.8947	3125.2747	2487.3113	2529.4118	2201.0843	4925.7985	1370.4016	4611.4650	3283.4119	2441.7910	3988.0910	4452.1127	3332.8497	2982.3420	2156.3836	2105.6730	3041.0256	2267.5309	2333.2756	3639.2929	1962.7850	2066.7396	2728.8221	2171.3135	2546.2483	2454.1508	2770.5598	3422.9182	2398.4962	2325.6338	2204.6069	1954.4950	3534.3169	2342.9825	2648.9860	3803.3657	1639.5081	4700.9646	4350.7565	2648.4988	2692.6606	3170.8483	3388.1941	2437.2675	2339.4515	1440.9365	2014.7173	4618.8818	1703.7579	2536.3967	3972.1729	3044.8713	3094.3482
FAM164A	134.8332	503.2733	166.7243	242.2690	158.8700	92.8084	324.0526	498.1673	247.2896	227.3392	182.8571	373.2734	145.4545	318.3834	227.5184	181.5969	355.8917	186.7138	366.1692	363.8617	169.0141	123.6216	256.5056	175.9316	164.6274	252.5641	117.8550	492.2917	486.4623	440.3512	354.4858	315.2882	153.6555	277.9121	129.1373	304.7685	341.2337	183.2707	238.3099	190.9664	208.6570	314.9455	421.9298	260.5304	523.2529	166.0261	198.0707	251.0316	169.0531	313.7615	290.7208	517.7589	150.6177	239.8734	225.7689	310.6119	432.6306	180.0878	366.2420	141.1230	230.2027	445.3054
FAM3C	1082.8534	2013.0933	1284.3307	879.0485	5463.7308	1682.7297	3080.4331	3179.2736	3301.8290	1758.7719	1861.5385	1274.0122	1476.4706	763.4303	8479.1155	4126.1818	7579.6178	834.5126	3599.5025	1875.0015	13987.3239	2992.4550	2399.6283	886.3775	1558.3982	1793.5897	1148.4973	1472.3714	3597.4491	1017.6409	2733.0416	1624.5614	3193.9281	1203.0064	1443.2990	2228.0581	2163.7922	1525.3759	2956.0563	1746.4934	10394.0067	3729.9551	2418.4211	2417.3167	4967.9184	1451.1914	1666.2379	2185.0069	1037.4134	2246.7890	4227.0012	2519.2596	1845.5127	1382.2785	2256.3605	1654.5314	3582.0348	683.7482	3607.3703	4326.2583	4280.6165	755.6974
FBXO28	1674.9472	1326.5139	1094.0851	955.1693	842.8749	1226.2467	1116.7827	1181.9394	1921.0461	1249.2690	1809.2308	2413.4276	1194.6524	853.1296	1200.4914	1282.4113	1074.8408	1179.2453	1548.2587	1392.7919	1014.0845	1674.6953	1044.6097	1455.7117	1429.3660	1333.3333	996.4643	1396.5010	1004.9228	899.4979	1102.8446	1852.1303	1123.9157	1516.2333	2411.8285	1140.9813	2159.0896	1337.4060	803.3803	1061.8968	830.1887	1186.6581	1335.0877	1467.2387	1846.3069	623.3666	2383.2797	810.8666	1227.2517	2196.3303	1081.6408	1789.8949	1437.7139	1268.9873	841.9850	1176.6073	1334.5555	1209.8585	1610.5551	1163.3421	1288.2849	817.2288
FUNDC1	278.8787	327.3322	325.4929	409.8811	338.0141	255.3281	466.3573	266.2446	264.1728	373.5380	110.3297	206.2319	298.3957	275.5052	244.7174	550.4072	276.2739	487.0283	388.5572	334.6228	796.4789	203.4243	259.2937	282.2236	438.2647	204.4872	254.5669	428.2002	360.9309	323.1032	384.0263	352.3810	366.4808	362.6165	352.6858	254.3193	247.7692	337.4060	504.2254	440.0978	488.3463	354.7146	405.2632	659.1264	366.4097	727.1330	336.3344	381.0179	285.9122	417.4312	244.5241	239.1196	285.7568	229.9578	252.3299	518.9775	315.3071	267.9356	256.1419	466.8134	241.1358	209.2069
GPM6B	347.5515	256.1375	35.2819	300.0915	76.7761	39.4751	41.7633	164.2786	159.2320	81.1404	36.0440	157.7257	63.1016	128.6348	87.9607	53.3558	109.8726	229.9528	8.4577	1101.7954	29.5775	103.8886	266.7286	223.5797	74.5273	51.9231	51.8562	68.9416	171.8505	65.3367	138.9497	128.3208	143.1227	466.2577	41.7797	73.9461	71.7149	71.4286	212.9577	80.8133	1114.3174	43.6177	51.7544	45.2418	63.3342	84.5503	381.9936	335.6259	81.7552	127.5229	86.0215	74.5373	80.3691	187.3418	46.4818	96.0496	26.3978	84.4314	72.3385	99.3824	96.2721	466.2716
GPN1	1221.9912	642.0213	832.9298	638.4593	1831.9435	1012.4766	1626.4501	1270.3166	883.5554	1100.8772	1224.2989	1014.9438	752.2299	564.3174	1549.2875	1052.1389	1970.9634	1870.1769	2465.1741	1544.5557	2765.4930	1172.0836	838.2900	808.2590	704.1157	1003.2051	850.2004	1014.0897	1477.9011	2031.7017	1815.0985	1231.5789	726.3042	1390.0724	1247.4227	827.6158	1076.0178	866.5414	1477.1831	816.8833	1820.1998	1164.0475	1379.3421	726.7629	2276.1602	633.3590	1324.1158	674.5736	1354.7344	1332.7156	1190.3624	883.7919	961.4526	910.6034	828.7045	639.0395	1247.2961	973.7433	1098.2712	1602.6123	2296.3055	466.0757
HEXDC	148.2328	336.3748	656.8661	757.5480	428.4171	482.0997	135.3442	464.1986	290.6563	192.9825	269.1033	162.2229	627.8075	2787.5801	237.3464	300.4774	209.4268	228.3805	523.8806	124.8454	421.1268	172.6640	138.4851	434.3311	382.6474	230.1538	228.6388	245.2798	341.5261	272.0869	304.1575	186.9674	751.9610	301.9671	181.7689	392.5363	486.4271	286.6541	258.0732	212.5853	236.4040	232.8416	313.1579	105.3198	323.9957	428.1322	133.1190	204.9519	174.5958	98.1651	636.7981	213.6068	81.5598	2036.4768	131.4772	3447.7149	404.7663	929.2338	461.7834	338.4681	220.1807	970.8295
HMBOX1	134.8332	153.8462	80.9409	121.1345	54.8400	71.3911	84.3001	54.6485	138.3762	189.3275	100.2198	225.1847	71.6578	52.2425	61.9165	27.1459	64.4904	123.0346	67.1642	94.6783	52.1127	103.5984	70.6320	106.2920	124.5829	55.7692	70.7130	188.4635	66.0103	111.8778	72.2101	63.6591	92.9368	76.5154	109.0613	112.6469	151.9534	137.2180	81.1268	84.9312	83.2408	45.5420	66.6667	53.8222	94.5039	31.5142	61.7363	95.5983	123.7875	217.4312	56.1529	102.0510	137.5205	84.5992	112.8844	137.1030	38.1302	59.5412	63.2393	57.3578	46.1620	103.0082
IMP4	824.0740	594.9264	1316.4995	611.8939	1235.0644	783.6220	979.1183	885.3715	590.9129	766.8129	1339.7802	802.1201	773.2620	710.2021	506.6339	1309.5572	699.8408	545.9906	1176.6169	814.0477	1311.9718	579.2223	705.3903	566.2798	726.3626	766.6667	831.4673	493.3310	685.3882	915.6083	1379.6499	1117.7945	889.4052	632.3397	540.4232	575.6738	613.6917	468.0451	994.9296	695.4060	1009.9889	1093.0083	663.1579	972.6989	918.8427	1036.8947	867.5241	495.1857	1031.8707	283.4862	621.2664	422.7114	923.9470	788.6076	657.3858	687.0643	696.6086	493.4114	884.8954	1314.4034	1142.2064	418.4139
