ID	6148	5939	6761	6971	6835	4632	6745	2668	6831	6982	6147	6847	6968	6145	6979	6595	6146	5931	6744	4676	6985	6743	5932	2665	6969	5936	4627	2661	6983	6742	6981	6975	6849	4512	6778	4626	5933	6978	2662	5930	5935	2657	5645	4625	6980	4490	6776	6829	6984	6836	6986	2655	6972	6828	6144	6777	3396	6970
EDEM2	813.0885	1051.7273	1032.1577	1111.7021	765.9680	1442.5301	1546.1255	1582.5653	732.5194	943.7715	812.8374	1025.3394	1419.5083	1268.0094	1056.2450	884.3458	781.7615	959.2934	922.5754	1645.7188	1081.9220	1362.7451	983.7662	1355.4007	1017.7966	998.9081	1954.7651	1187.0985	1375.5421	1460.7385	1137.5195	943.2943	836.1412	1324.7644	830.1887	2103.8881	996.7325	961.2142	1238.7280	996.2035	982.9721	1330.6773	1187.5439	1653.8029	945.8450	1579.1317	958.8652	1966.5985	1400.8203	1272.7631	817.5926	1122.9584	1011.8110	909.9678	1126.4119	1337.1997	1104.5903	1007.5301
EIF3J	933.1450	885.7296	1177.3859	904.2553	846.1347	1387.6041	1183.7638	1254.2243	1760.2664	911.2276	2014.9970	884.1629	1057.0975	1235.3475	934.7769	941.5888	887.7631	969.2780	948.6553	1307.6255	1079.1650	1055.3221	929.3831	918.1185	1000.0000	935.2675	1469.3066	951.7664	1104.0763	938.6586	969.5511	962.1962	937.0681	1641.8166	1258.8443	1087.3373	1176.8717	994.9410	789.7485	1111.6173	1038.6997	975.5265	920.6275	970.7756	844.0710	1583.3333	996.4539	1089.9796	975.0186	1000.0840	904.0123	940.5239	916.5354	1183.2797	1076.8993	1074.5650	925.1314	1061.7470
EIF3M	1363.3286	1400.7084	1849.4710	1559.0492	1950.7256	2527.4245	2447.0554	1672.3810	1659.2009	1473.7010	1620.1560	1402.6425	1911.8160	1617.6955	1851.5131	1366.2383	1249.3063	1399.8541	1632.5216	2413.6132	2012.7609	2060.8263	1389.4886	1598.1951	1421.8390	1553.4987	2288.0989	1654.8589	1872.3591	2122.5200	1389.3601	1521.0171	1492.8109	3609.8800	1497.5649	2213.2641	1523.9040	1555.4469	1417.6080	1868.4586	1489.0015	1748.9072	1607.8436	2220.2286	1336.8908	2925.6513	1692.0993	1970.5453	1779.0380	1928.1854	1392.1543	1592.7982	1362.0394	1516.9582	1621.9774	1561.6239	1406.2501	1581.8901
ENC1	1144.5621	994.6081	1050.8299	1054.6875	1558.7605	715.9652	891.3210	660.2880	669.8224	1175.9248	1104.3191	982.6335	870.4282	854.2914	588.1701	1052.4766	1227.2253	323.2642	826.7319	309.9189	820.2915	651.2465	972.1672	828.1150	778.1102	933.6453	869.5149	1516.9287	1256.7216	1210.3331	981.3835	1459.7570	916.0365	1086.5467	865.7370	444.3853	424.9865	660.7167	423.1087	871.4579	1306.3622	748.3552	1418.1597	352.5665	1479.7759	903.1653	1092.0993	652.8494	1044.1424	714.7241	959.4753	1196.2804	1006.7717	787.0740	692.2172	1102.7341	710.6218	951.7093
ESYT1	3109.6987	3527.6048	2868.2573	3271.2766	3576.8137	2886.9874	2374.9077	5660.1382	2711.4317	3330.3200	3069.5861	2968.3258	4411.5781	3322.0831	3381.0404	3665.4984	3287.6072	3011.5207	3402.1190	3255.8053	3471.8393	3471.9888	4236.2013	3978.0488	3391.5254	4242.0839	4053.9285	4057.5804	3319.1674	3835.4182	3246.4563	2728.1728	2571.3088	3421.5938	3070.7547	4743.0527	3272.6240	3182.1248	3802.5629	2950.6454	3695.8204	3903.8133	3953.6408	4529.7864	3169.9346	3507.0028	2823.4043	6680.9816	2826.6219	4000.3360	2711.1111	4341.1402	3088.1890	2832.7974	3448.5533	4429.9917	4332.1856	3063.2530
FAM164A	728.3427	393.2492	290.4564	407.5798	493.5264	292.9386	707.0111	172.8111	568.2575	498.2824	290.3419	492.3077	300.5551	365.8138	397.1481	446.6511	438.0359	393.2412	444.6618	393.6135	487.9874	355.0420	452.9221	304.1812	306.7797	458.5868	441.2769	249.0914	388.5516	329.1635	403.1242	320.4320	534.1366	535.5613	433.3726	469.9632	371.0754	555.6492	234.4566	329.5368	422.6006	232.2140	351.6741	437.9918	424.8366	614.8459	453.1915	378.3231	563.7584	384.4073	783.0247	362.4037	456.6929	558.1994	298.9324	309.0307	369.8749	458.5843
FAM3C	1131.3559	1014.3625	823.6515	1024.6011	1151.7703	776.6728	1263.4686	711.2135	1099.8890	939.4323	1246.5507	1017.1946	991.2768	1071.3119	703.4592	985.2025	1094.3102	1034.5622	1112.3064	1173.3826	1138.2434	1082.6331	1031.6558	847.7352	811.0169	859.7723	1368.5511	801.8371	882.0468	974.8304	903.2968	769.5770	1151.3439	1763.4961	898.5849	908.1820	987.6403	1032.0405	885.6194	888.3827	1074.3034	947.0689	1261.0630	971.1502	986.9281	1608.5434	1115.6028	717.7914	1126.3982	800.0672	1187.3457	1074.2681	971.6535	1045.6592	747.0215	1014.9130	924.5392	973.6446
FBXO28	940.6780	997.2114	1009.3361	899.6011	762.2102	910.6152	845.0185	945.0845	1150.9434	886.6389	1184.1632	866.9683	712.1332	963.1646	993.9266	1022.9751	971.9408	1071.4286	1041.2388	943.0151	1103.9779	1117.6471	965.0974	724.0418	886.4407	961.4725	872.8554	799.4648	1124.0243	1085.1545	966.7516	1050.4050	978.9917	1054.8415	988.2075	953.4269	1087.0862	963.7437	700.5221	930.1443	988.3901	863.4035	758.1363	952.7913	837.5350	1112.7451	1077.3050	789.3661	1064.5041	869.6043	933.9506	903.5439	825.9843	1045.6592	770.5400	816.9014	928.6851	1114.4578
FUNDC1	182.2034	159.2598	221.9917	177.5266	256.7840	291.9750	329.8893	147.4654	165.3718	182.2455	137.9724	199.0950	189.5321	199.6008	219.6990	214.1745	146.5316	174.3472	206.0310	237.8254	242.6152	245.7983	173.7013	202.7875	185.5932	167.2126	343.7542	206.3900	149.1761	245.9683	184.7653	169.2169	185.5504	399.3145	147.9953	212.7240	132.4052	146.7116	119.1267	154.8975	184.9845	225.9533	236.9469	279.1308	154.9953	352.9412	215.6028	188.8207	254.2878	233.6134	232.0988	202.1572	174.8031	147.2669	162.7727	210.4391	185.3817	187.5000
GPM6B	862.9944	667.6661	418.0498	468.7500	388.3076	380.6275	537.2694	198.9247	619.3119	584.3428	637.0726	633.4842	283.1086	488.4776	292.5799	600.4673	657.8332	436.2519	794.7840	665.4140	630.1694	654.7619	717.5325	231.3589	172.8814	663.8590	753.7807	404.2398	455.3339	482.8937	480.5763	594.0594	834.5885	844.0446	554.2453	369.9866	633.0445	652.6138	635.5007	497.3424	426.4706	303.9271	562.3976	816.0360	515.4062	1147.7591	453.9007	260.3954	561.5213	389.8765	694.4444	824.6533	557.4803	609.6463	473.4643	589.8923	412.5186	573.0422
GPN1	587.9237	509.2026	610.9959	602.9987	655.5258	967.4684	1140.9594	655.0384	663.7070	590.1284	582.7355	551.1312	669.3101	540.9472	623.9979	609.5989	555.7288	579.1091	631.7848	952.9590	623.9149	817.9272	590.0974	609.5958	570.9831	554.6717	1104.8518	647.6377	624.4579	727.6564	573.2016	597.3717	612.8053	1213.3676	635.7134	880.8162	561.3809	639.1231	527.2900	598.3295	602.1672	743.3125	627.4877	820.5320	547.1522	1362.7451	645.1064	696.6599	671.6219	685.9951	612.7160	636.3636	613.0000	586.4952	598.7127	646.2303	596.4196	650.6024
HEXDC	213.7900	182.5362	309.1286	359.7939	347.5979	265.9574	263.4686	212.3656	192.0089	345.6879	173.9652	411.7647	485.3291	339.0165	305.3076	340.3621	243.9595	246.5438	174.7351	150.8161	315.4943	200.2801	246.0227	347.7352	545.0000	191.5458	216.5975	303.6638	321.7693	229.0882	482.4986	432.0432	402.9315	227.0780	343.1604	396.9876	184.7081	280.7757	326.5306	223.2346	238.3901	265.7940	327.7921	436.8752	471.5219	242.2969	348.9362	320.3817	356.1074	382.8447	390.4475	307.8798	458.2677	234.7267	323.0698	204.6396	259.7357	286.1898
HMBOX1	137.9473	135.3708	57.0539	121.6755	118.9975	60.7077	61.9926	90.6298	137.6249	158.3800	170.3659	62.4434	89.6114	82.7436	109.8495	123.0530	111.4575	52.2273	181.9071	54.6916	136.6680	77.7311	97.4026	59.9303	86.4407	149.7426	64.1172	70.6945	117.9532	69.3293	149.3053	128.7129	101.7033	38.5604	160.3774	55.4615	130.7004	104.5531	81.1580	52.3918	128.4830	62.0376	78.6701	38.9659	129.7852	61.6246	90.0709	102.2495	95.4512	151.5752	118.8272	89.6764	140.1575	140.1929	108.3088	83.6785	116.0856	158.8855
IMP4	345.5744	371.1979	453.3195	371.6755	440.9170	526.1332	590.4059	685.4839	276.3596	391.2493	430.7139	412.6697	622.5218	459.4447	378.1357	344.6262	302.4162	344.0860	327.3024	601.6072	380.4647	469.8880	360.3896	579.4425	435.5932	408.0487	657.3356	481.5767	435.3859	476.2622	366.7311	311.4311	362.5608	551.8423	304.8349	630.1448	389.2598	378.5835	429.9953	564.1610	390.0929	687.5356	469.2110	657.9243	350.1401	616.9468	361.7021	651.6701	450.0373	457.8510	351.8519	464.7149	377.9528	419.9357	474.7022	490.4722	497.2137	287.6506
INTS2	338.9831	316.0695	219.9170	300.5319	306.2619	189.8319	278.2288	264.2089	320.7547	307.3585	197.3605	263.3484	243.4576	227.9078	285.1862	316.5888	291.5043	231.1828	337.7343	151.6448	313.9031	296.2185	292.2078	243.5540	299.1525	302.6049	183.7307	228.6896	312.2290	226.0739	293.9447	285.3285	303.5573	222.7935	344.3396	210.8996	190.3679	322.9342	214.0484	214.1230	359.1331	220.8310	265.0433	229.6740	299.7199	251.4006	319.8582	311.5201	259.1350	315.6515	311.4198	297.3806	291.3386	306.7524	259.3223	232.8086	290.2141	343.3735
IP6K1	1727.4011	1356.1585	1450.2075	1328.4574	1418.5752	1315.3330	1153.5055	1748.4639	947.8357	1460.8570	1336.5327	1553.8462	1360.8247	1291.2357	1313.9688	1580.9969	1569.7584	1438.5561	1343.7653	1320.8841	1272.9421	1338.9356	1505.6818	1720.2091	1500.8475	1369.5211	1489.7810	1738.4208	1359.9306	1348.6059	1574.2374	1483.3483	1540.3009	1087.4036	1317.2170	1393.8350	1199.0340	1489.8820	1438.0636	1590.7365	1561.1455	1577.1201	1628.1901	1631.6973	1605.9757	1399.8599	1314.8936	1218.8139	1458.2401	1221.9776	1612.9630	1834.2065	1523.6220	1455.9486	1382.6396	1487.9867	1674.0614	1253.7651
ITGAE	389.3597	278.0921	402.4896	1091.0904	332.5666	331.4832	511.4391	1301.4593	541.6204	715.2414	178.1644	192.7602	1152.2601	834.6942	965.4080	300.2336	657.0538	181.2596	343.6023	496.3674	775.8960	464.2857	359.5779	407.3171	400.0000	496.6464	504.3165	413.7290	744.1457	829.5403	180.0995	350.1350	171.5759	1095.1157	417.4528	1238.3969	398.9203	296.7960	192.2164	1236.1427	163.3127	394.9915	236.0103	1070.8130	507.9365	546.9188	238.2979	2263.1220	768.0835	843.0396	243.2099	275.5008	350.3937	449.5177	454.8971	874.8964	790.6853	414.1566
KIAA1430	1053.6723	1038.2514	931.5353	988.6968	937.5749	1153.4459	1112.9151	914.3625	1398.4462	1066.7149	947.8104	986.4253	662.1729	1001.6331	891.4708	1044.0031	932.1902	1032.2581	1223.7979	918.9840	981.0949	1144.2577	1123.3766	928.2230	981.3559	908.4386	928.8906	814.6475	908.9332	864.5064	953.6874	987.3987	975.1099	1135.3899	901.5330	669.9165	1083.6767	1129.0051	682.9616	859.5292	1210.5263	673.8759	698.6654	783.8142	741.3632	1423.6695	1192.9078	565.7805	825.1305	971.1753	983.9506	844.0678	841.7323	1117.0418	804.5799	782.9329	1146.3456	1109.1867
LAMA1	52.2599	39.8150	15.5602	25.2660	55.7409	12.5270	19.1882	24.5776	9.9889	27.4815	26.3947	19.9095	34.8929	25.4037	59.1497	44.3925	28.0592	31.4900	50.2037	20.7165	31.9023	36.4146	33.2792	115.6794	38.9831	26.8289	29.6340	90.6218	21.6826	29.5403	46.6579	27.0027	33.3835	6.8552	28.3019	38.6771	29.5497	21.9224	54.5800	8.3523	20.1238	60.3301	40.2716	28.8498	10.2708	14.0056	62.4113	41.5815	29.8285	62.5052	57.7160	10.1695	133.0709	26.3666	27.2319	32.3115	50.6394	70.7831
LRP1	20748.1168	27052.1162	7964.7303	16363.6968	17371.7528	5841.4277	3803.6900	28258.0645	12236.4040	18930.3923	13328.1344	9944.7964	16068.1998	14914.1717	16806.9712	14483.2555	19894.7779	9843.3180	16730.8883	7686.6505	15209.9252	8971.9888	20649.3506	22128.9199	14231.3559	20697.5511	8812.6068	25066.1871	13121.4224	12878.9751	20332.5775	15247.5248	11971.4920	4666.6667	12212.8538	13549.0250	19640.8581	11571.6695	27604.1766	14779.0433	14749.2260	9702.3335	13914.3058	13617.0851	15999.0663	4742.9972	8257.4468	27432.1745	11073.8255	17694.4548	12205.5556	19420.9553	12886.6142	11119.6141	14669.3486	18188.8981	27231.8537	12633.2831
LRRC59	1607.0480	2116.1402	2137.8631	1797.6130	2281.8894	3274.4372	2441.9114	4796.6359	2348.3685	1838.7778	5267.1086	2097.5656	2471.2450	3277.1766	2172.5165	1814.4743	2029.4466	3154.8541	1830.1027	2569.8074	2011.8551	2439.7129	2038.7094	2727.9059	2179.4661	2090.6130	3218.2718	2241.1584	2841.3964	2844.7626	1871.3642	2314.5815	2326.0562	2309.6315	2239.6108	3285.4552	4342.7816	2161.3238	2757.3280	2460.5087	2446.3467	2342.3392	1648.5788	2420.5695	1648.7862	2670.1050	2147.2837	2111.4928	2151.0887	2023.4043	1778.8920	2141.8305	1812.2283	3418.2444	2062.5468	2356.7026	2705.7044	2204.6837
MAP7D2	61.6761	1.8376	3.1120	6.6489	113.9871	2.8908	25.0923	3.4562	1.1099	27.4815	12.5975	18.0995	4.7581	15.2422	4.2250	11.6822	3.1177	2.3041	12.3879	6.6293	10.6341	2.8011	4.0584	1.0453	4.2373	5.6153	5.9268	11.8615	6.9384	48.8320	38.2595	1.8002	15.5272	12.8535	11.7925	13.1356	19.8892	16.8634	3.3223	3.0372	16.2539	10.8139	14.0482	2.2480	27.0775	7.7031	14.8936	14.9966	24.9814	14.0637	83.3333	6.1633	4.7244	61.0932	1.2378	11.5990	8.5880	2.2590
MDP1	159.3267	136.4489	164.5643	164.8604	151.8408	209.4704	296.0074	139.5968	106.8036	150.6852	118.7043	139.6742	250.4600	145.2005	183.7972	141.2422	116.8277	134.9386	132.2054	329.5581	173.8165	208.4944	143.2224	170.2091	160.6864	111.2401	357.4828	152.2304	136.3487	167.4574	140.1417	139.6850	144.8613	417.3950	170.2358	310.3326	111.0215	175.5143	144.5325	151.2225	113.0805	175.6858	184.6078	276.7329	176.8721	375.5322	170.8156	219.0593	186.6219	194.5085	174.4444	169.2173	161.8898	130.1029	156.8312	163.1980	138.5802	153.7726
