ID	A59K	5607	5068	A472	4628	4668	4432	4510	7161	7166	6983	8648	5423	5425	8513	6779	7148	8660	6982	8395	6767	6742	4629	7771	2659	A4TK	4506	7667	6975	5932	A46U	8278	7760	1596	7147	2665	8619	5815	6979	7030	8092	A4JF	8119	A4SY	6984	8194	6146	7978	4424	7994	4505	A471	5125	4397	8054	A4SW	7150	A4T4	4427
FBXO28	1450.7995	1581.7738	1088.5110	1479.7297	1102.0860	1676.9988	1385.6360	1091.6347	708.7684	651.3598	1595.3901	764.7059	1194.8718	973.4163	828.6350	1713.4887	1369.3167	1209.2117	1293.3856	906.6187	1199.4083	1518.2699	1454.3531	1096.5714	1225.5639	907.3799	2868.9683	1230.5387	1464.3755	2584.7880	864.7760	1211.1234	2150.5309	1709.8875	1133.4471	2689.7533	1295.2825	931.6575	1236.0295	929.1667	1425.7831	2242.1445	882.7514	1487.1079	1574.9543	1655.4732	1301.4440	1442.5017	1541.4681	976.4291	1388.9980	902.3018	1185.0515	1027.4986	1406.3775	863.8434	1505.4504	909.6182	1166.4985
FUNDC1	712.1771	445.0773	667.8139	343.6293	517.6991	249.6925	394.0006	489.1443	355.3028	337.4944	340.7801	247.5172	605.8608	281.6742	286.3501	252.6400	406.8067	167.9947	403.7797	264.4853	432.5444	358.6875	224.3047	228.0000	183.0664	252.1050	307.6311	194.7687	394.8030	347.4647	290.5878	403.9671	760.1499	311.4269	746.8935	300.7590	221.3162	285.1532	433.3855	261.4583	233.5526	503.6188	343.5260	448.9464	306.2157	365.8962	407.9422	253.5306	331.7445	138.0425	390.9627	272.1228	274.2268	787.6311	197.1526	277.7778	431.4400	206.8632	348.6377
GPM6B	60.8856	75.6713	192.3920	58.8803	600.8217	103.8130	94.6063	109.5147	72.0159	29.4249	574.4681	179.5264	254.9451	74.0950	201.0386	24.7061	70.7259	66.4979	43.3280	108.7767	21.8935	99.9254	53.2044	350.2857	40.5361	108.9648	129.7383	72.2475	100.5868	39.4846	55.0760	371.2971	13.7414	32.5636	33.6474	97.2486	186.3716	84.8390	102.1803	350.0000	91.1967	24.8044	231.2093	127.2809	25.5941	133.0135	79.8736	40.6859	200.6673	22.7960	70.7269	120.7161	41.2371	50.8007	65.9396	74.2259	310.9581	47.3659	25.7316
GPN1	676.3838	893.4093	2403.4374	1190.8591	1853.3502	1647.6261	1117.0262	935.5045	689.5960	638.4307	900.2766	731.8564	1398.5348	2374.4344	577.8932	1063.1600	767.8809	937.9703	1139.2026	772.1874	1378.6982	1111.1111	2126.3603	816.5714	858.1236	1221.2036	2141.0367	1776.1941	1295.8927	998.7531	947.3901	1138.0359	1159.9001	1164.0024	1005.9000	795.5408	568.4333	1035.3496	1130.6851	796.8750	1051.2092	904.1707	723.3327	1186.6559	806.2157	982.5556	849.7292	1524.1089	1341.5729	876.6712	1411.1704	789.2583	1505.5309	1342.9045	1651.8192	678.4381	1383.2473	1191.8801	1041.3724
HEXDC	289.0529	406.0212	526.7265	628.5039	288.8843	209.3678	375.3101	542.5064	902.8107	663.3972	524.4681	554.6524	299.6337	194.5758	752.2255	298.8643	232.9168	431.7405	206.4992	571.0777	210.6509	363.9075	289.9033	206.8571	275.5803	579.9901	709.6209	1113.6775	115.6748	155.4738	302.3551	565.5020	334.1661	290.1125	912.0004	329.2220	403.6109	432.0503	592.6458	287.5417	264.6930	400.8752	317.5196	438.9891	237.6600	372.0017	159.7473	374.9159	86.2726	366.9524	326.9997	791.8159	332.9897	261.9967	158.8544	902.0947	90.0746	981.1503	158.9304
HMBOX1	103.9360	87.0627	35.9132	67.5676	14.8546	121.5252	77.8771	22.9885	93.3267	74.4539	108.5106	82.5057	70.3297	62.2172	94.2136	117.9518	112.2042	56.5815	42.4061	57.4587	53.2544	60.4027	55.0181	181.7143	171.9516	36.1565	142.4734	71.9146	88.8516	118.4539	80.9700	234.6535	44.3473	30.7874	25.4312	133.3017	102.5044	67.5570	67.6504	70.8333	125.0063	69.5410	78.9110	108.2320	74.9543	68.4693	131.7690	143.5777	216.8732	137.0927	46.0286	93.0946	78.8660	110.4362	138.5397	41.4390	78.6001	68.6322	122.6034
IMP4	571.9557	732.3027	1014.9745	791.5058	826.4855	951.0455	927.6031	767.2414	508.8876	1103.4329	880.1418	581.3598	564.1026	872.1719	494.8071	425.5828	717.8942	1370.2066	589.9977	531.1636	848.5207	803.8777	1351.8742	482.8571	628.3099	656.7608	1787.2848	1499.2197	992.4560	671.6542	542.9511	607.5063	574.6408	1222.6169	639.6914	568.7856	622.5976	713.2757	638.4508	464.5833	665.5137	996.6071	524.7583	595.7090	741.3163	623.2010	544.6751	639.5427	756.4347	530.0072	863.0368	989.7698	550.0000	670.7896	419.2823	723.1330	618.4739	760.7540	382.9465
INTS2	246.0025	372.6607	227.4501	368.7259	293.9317	328.1673	359.9654	167.3052	473.9820	188.1409	272.3404	250.5730	223.4432	258.4842	273.7389	365.8099	368.5190	342.4058	389.9516	331.5935	246.7456	354.9590	363.0593	276.5714	195.1618	266.9638	391.2049	696.1733	295.8927	456.7747	348.5409	613.7292	504.0600	334.5175	296.9577	297.9127	223.0635	256.0880	379.1242	226.0417	275.3697	336.6317	460.3143	671.9044	276.9653	329.6991	437.2744	394.4183	522.4023	554.3863	291.3275	381.5857	389.6907	661.9547	302.7225	249.0893	408.4911	303.5283	481.3320
IP6K1	1327.1833	1041.4972	630.1906	1184.3629	1339.1277	997.0480	1363.1382	1710.7280	1114.7762	925.9920	1049.6454	1579.0680	947.9853	946.2670	1350.1484	1142.8571	946.0250	1131.0475	595.5289	1267.5995	1114.7929	1173.7509	1014.8126	1092.0000	1666.5577	1108.4695	674.9577	1583.1200	1084.6605	797.5894	937.1147	809.2306	1515.3029	1002.3683	767.6297	1161.7647	1281.3046	963.8649	1119.7553	1340.6250	907.9636	735.2746	882.4883	1029.9359	1193.7843	1566.9429	1199.0072	990.5851	1238.3222	987.1939	1188.3244	875.1918	1642.7835	936.2783	1007.7429	787.3406	1026.3913	1133.8811	2062.0585
ITGAE	327.1833	338.4866	1257.8159	302.1236	697.5348	202.9520	453.9948	501.9157	231.4796	346.8569	302.4823	504.9656	584.6154	719.4570	201.0386	789.0018	316.4052	436.9028	188.0618	167.1126	539.6450	366.8904	479.4438	417.1429	193.2004	320.4557	743.4086	171.1301	409.0528	262.2610	758.3231	202.5021	174.2661	211.3677	191.3205	209.6774	440.3029	157.8947	594.0552	325.0000	794.5237	255.1314	427.9608	193.5189	131.6271	250.3271	166.0650	437.4580	275.9771	490.1142	386.7527	899.7442	344.3299	140.4749	271.7509	321.0383	274.8135	690.1885	149.8486
KIAA1430	1100.8610	1126.1188	1160.3373	852.3166	1282.5537	1381.7958	581.4825	1092.9119	698.8478	506.0187	1119.1489	797.5554	1052.7473	570.7014	741.8398	770.6714	896.5701	713.3941	1217.7921	1007.9389	1367.4556	609.9925	1487.3035	1069.7143	1582.5433	829.6186	818.6250	568.9910	1015.9262	1596.8412	811.3440	1125.2998	1480.3248	586.1456	673.3388	1247.1537	937.0996	870.3849	715.9669	991.6667	737.1365	881.4436	1045.8342	1364.1564	838.2084	1426.9516	1009.4765	1072.2932	761.6778	1527.0160	1092.6186	641.4322	2308.2474	885.2568	1415.0362	501.8215	876.0757	1178.8304	1173.0575
LAMA1	15.3752	10.5777	5.1305	17.3745	12.6422	41.0824	62.8786	8.6207	8.4508	5.3500	19.1489	304.0489	10.2564	32.8054	48.9614	19.1273	14.3579	29.7491	60.8435	31.1417	24.2604	30.5742	42.9262	10.2857	22.8833	52.0059	13.5310	26.9680	66.2196	11.2219	60.0082	51.0793	27.4828	10.6572	16.0412	49.8102	21.5492	93.4800	29.5971	32.2917	56.0526	3.5435	104.1626	31.1708	9.1408	38.3777	4.0614	66.9132	27.6454	8.2319	13.1911	6.6496	23.7113	13.9150	42.9606	13.6612	96.3855	51.7158	28.2543
LRP1	7940.9594	6438.5679	1727.2523	3040.5405	4913.4008	8542.9274	8147.6781	5621.0089	7462.4604	2595.6309	7043.2624	34281.8946	1992.6740	4444.5701	17045.2522	10131.1018	4037.7559	7212.1050	15662.5951	12031.2294	3021.8935	3689.7837	5410.2177	15330.8571	10545.2762	17181.7732	1406.4272	3835.1125	12097.2339	5940.9809	7505.9597	11085.4994	5277.3267	3227.9455	3020.0476	11509.9620	20458.3576	21187.7455	8686.0316	16451.0417	8390.0996	3988.6431	22208.4566	14932.1223	8829.9817	7457.0432	9494.1336	16381.3046	15852.2402	7261.7955	4738.9840	2965.2174	5238.6598	1933.5174	4758.6379	6140.7104	11309.2369	10211.2131	8347.1241
LRRC59	3825.2030	4939.6583	2606.1587	3196.6409	6119.5765	7254.7626	5726.7378	2911.2101	4198.4184	4939.6968	4467.4184	3685.4775	2563.4872	5419.6267	2413.5905	4796.6926	5779.7660	6721.0297	7901.5073	3115.1015	3099.9467	5599.7241	7412.6814	3826.5143	3700.3923	3316.9638	6969.1135	9322.3464	5885.8927	3652.3608	5626.9667	5349.0426	8324.9094	4957.1226	5869.9842	4278.1784	2784.7758	3730.1257	4669.9787	3096.6667	2760.1292	4893.6421	4208.9354	5407.2630	5724.8812	3911.6223	5810.0812	3791.8157	4968.5748	4165.5908	5455.4561	6751.1918	5887.4124	5158.3302	4066.9853	4280.2004	6242.6162	3983.9198	3716.3976
