ID	7907	8174	7670	7669	8074	5055	7713	1678	A4N1	A48X	A4BC	A4EZ	7539	7910	8192	7711	6217	7914	8640	6212	6978	5428	8674	8279	A4BD	6851	8280	7039	6562	A4TI	4626	A4D0	8055	4676	4627	6744	7626	6712	6830
ESYT1	3683.3464	1570.3237	3931.3703	4442.0250	2235.1680	2694.3522	2597.9679	1320.5338	2237.8726	2289.3451	1849.8695	1469.0666	3255.6701	2184.2593	2522.3839	2339.0230	2377.7508	2593.2034	2566.3020	5187.2233	4727.6291	1544.3645	1296.7960	2677.9259	2125.0668	2857.8752	2511.0869	2927.1429	3159.5873	5836.9393	3213.1667	1696.1377	2648.5212	2859.6306	4447.6468	3508.1466	2804.1312	3756.2178	2807.6628
FAM164A	662.2361	258.1617	353.0412	424.7587	387.7770	527.4086	293.3927	569.4217	236.4184	352.8837	355.0914	164.0602	516.9367	61.1111	581.5110	107.1218	209.2330	659.6702	141.2108	134.8444	476.6176	163.0695	232.7150	385.7778	262.1266	178.8664	306.4340	61.4286	215.4630	308.0436	228.9463	801.3029	373.3390	366.7546	479.7519	158.3503	285.3926	922.2496	330.2682
FAM3C	4591.8686	799.9452	1292.5265	1006.8467	2835.2395	2885.3821	1338.5439	5422.6177	2908.9020	1459.9218	962.7937	2890.9216	1753.7555	1657.4074	3284.8428	1678.9288	1335.5659	974.5127	2385.9956	2375.7561	5719.7719	4345.3237	1026.9815	1536.8889	2730.8512	1654.7992	2125.0454	8171.4286	3732.0113	3591.9627	944.5167	1405.3048	2680.6687	4428.4960	2283.1084	1489.3075	1435.7835	9477.9296	1713.4100
FBXO28	1390.9304	1287.5231	830.3578	1120.0135	1443.1737	692.6910	1422.9544	904.7062	973.5120	1266.8622	725.1958	536.2447	1065.9794	1541.6667	1098.0760	1340.7887	1568.6787	1250.3748	1588.3297	844.9211	1492.5373	1732.7229	1315.9078	1205.6296	794.2700	771.8599	1043.2570	1357.1429	2106.3915	1166.5678	975.7367	1422.9874	1711.5302	1452.7704	1351.3316	1366.0896	1506.0646	1546.0453	950.1916
FUNDC1	364.3471	242.8307	407.7595	226.3335	468.1916	498.3389	254.6744	896.2772	221.8760	232.1603	296.3446	392.6429	551.9882	925.9259	409.5730	247.4985	478.7341	275.3623	364.6973	465.3302	269.1106	401.1336	260.2586	325.9259	540.9102	206.4939	342.7844	195.7143	259.9491	175.2927	263.1073	203.8157	266.1809	493.4037	347.3185	346.2322	211.6970	265.2924	547.1264
GPM6B	67.2400	226.4048	86.5600	242.8945	35.0250	94.6844	32.4656	44.9543	95.9801	97.7517	127.9373	23.9992	24.1532	47.2222	199.3430	166.2743	114.2821	42.4788	33.8439	328.9269	77.4549	61.0421	186.6217	273.4815	110.4614	119.3392	171.2105	35.7143	87.3643	62.0188	243.1989	63.7506	60.8658	46.9657	168.5516	116.5988	258.6459	53.7755	504.9808
GPN1	1437.0602	491.4270	1413.0922	964.3126	981.1401	1112.9568	877.1142	3278.7357	829.3342	975.4692	615.9987	969.1866	683.3579	637.9630	820.2722	2091.8187	591.3106	1040.9795	985.4705	1205.0259	1403.6227	5128.9993	708.7352	636.5719	896.8413	926.3743	697.9280	1027.8571	1151.2796	1101.9043	797.6540	1031.9079	1141.7703	2456.4644	1435.8190	1013.2383	845.0806	947.3448	1157.5019
HEXDC	373.7608	779.6865	170.9560	303.9248	287.7055	410.2990	245.0550	171.3884	604.5497	738.0254	646.8668	538.9987	1298.6745	346.3981	294.6973	190.1118	568.0220	412.7936	446.3895	253.3204	255.7956	135.1646	373.8055	545.7778	991.5225	614.3549	492.9335	191.4286	175.2646	689.3821	353.3737	3364.6999	246.8924	249.1451	182.7873	199.0835	277.7100	418.5525	218.4138
HMBOX1	82.8772	137.1569	65.2292	238.9076	47.8914	47.3422	94.9919	46.8274	50.6908	113.3920	99.2167	40.5233	54.4919	110.1852	112.2478	115.0677	90.9709	58.4708	103.8658	66.2530	116.0022	31.3931	119.7302	39.7037	31.5604	101.6804	70.1563	32.8571	79.8606	71.2447	91.1713	57.7013	90.4415	48.5488	62.0212	65.1731	98.1659	45.7092	81.9923
IMP4	820.1720	575.7306	934.5390	489.1625	454.6104	909.4684	762.0994	1155.7012	1440.1163	535.6794	614.2298	1359.6931	948.1591	515.7407	393.8057	934.9617	485.5570	833.5832	1106.3457	1106.8155	554.4328	2324.8310	922.9904	802.6667	782.8732	625.7477	599.7819	619.2857	596.0070	741.6624	546.1230	756.1657	606.5152	641.1609	668.7340	879.8371	528.9579	375.5322	590.0383
INTS2	721.6575	369.5846	559.8578	328.7663	306.2902	221.7608	928.5156	213.5331	236.0029	343.1085	341.3838	185.3054	349.6318	343.5185	419.7091	549.1466	415.6231	232.3838	338.4391	217.4659	448.1575	334.8594	200.1124	331.5556	184.1023	398.4620	249.0004	416.4286	585.8234	258.8386	329.6194	528.1526	387.9126	434.8285	260.1240	435.3360	387.5420	501.9045	448.2759
IP6K1	838.9367	1644.2406	1045.5213	772.8461	1080.4146	958.4718	1113.2087	459.8455	855.5105	1024.9267	1253.2637	815.1864	1344.9190	738.8889	920.5068	1086.8158	883.5545	965.0175	1185.7039	1147.3468	1154.6179	899.0626	1264.7555	1269.3333	920.5116	1142.4096	1078.5169	1176.4286	1004.4218	1092.2478	1531.5876	1042.8106	1006.0009	830.6069	1569.8650	1223.0143	1008.1215	1311.2256	795.4023
ITGAE	372.9476	361.6453	311.6160	308.5251	355.6112	502.4917	144.2915	1320.5338	262.1793	254.6432	1544.3864	213.6323	329.3078	188.8889	192.2102	246.9099	226.2900	352.8236	273.0853	221.3631	749.6911	660.9985	269.8145	208.0000	506.7197	1388.2085	318.0662	239.2857	259.9491	540.7421	271.7041	450.4421	330.4758	354.6174	386.7202	257.1283	516.1536	319.0679	269.7318
KIAA1430	866.3018	1531.9964	745.6527	926.8020	1122.9450	941.0299	675.0436	1431.0466	371.0398	948.1916	552.2193	493.3609	764.3594	314.8148	1379.6340	707.7693	1316.2346	1729.6352	1151.2764	1137.2139	1131.9219	1144.9749	514.8960	631.4074	652.2482	665.6223	1123.5914	839.2857	949.7521	585.8467	937.7298	1067.0079	1242.1775	1339.3140	1105.4360	1122.7088	1280.1407	1901.8597	780.0766
LAMA1	25.0195	15.6047	22513.3318	239.5210	51.4653	12.4585	8.4170	12.1751	29.0849	70.8700	41.1227	2.7540	1396.7599	28.7037	41.6706	98.8817	11.9399	38.4808	19.2560	34.2957	61.2434	11.3364	7.3075	29.0370	12.2735	24.7793	12.7226	12.8571	36.4465	43.0543	95.2435	574.2206	87.8697	16.3588	69.3178	53.4623	27.0312	14.3401	353.2567
LRP1	6903.0493	19387.5847	5694.4122	7394.7879	9618.6562	5232.5581	3437.2633	967.4549	5717.6691	8809.3842	10109.0078	2676.8958	5903.6819	6036.1111	17124.7302	10171.2772	8500.0895	5214.3928	6326.4770	6628.4218	14573.0435	1167.6477	3278.8083	10048.8889	2559.8990	9878.6670	11870.5925	4438.5714	11141.9000	12575.4572	12582.5462	3533.2713	16750.9644	3642.2164	15375.4104	11290.2240	13739.5316	6197.6249	14402.2989
LRRC59	4919.2260	2229.3204	5759.5332	3414.0416	4527.7127	3495.2658	6288.1837	5110.0819	6632.9989	3059.5992	4007.1867	3809.2220	5065.3166	3449.7870	3279.3243	6630.0824	5162.2835	3185.8671	5261.5609	2690.0137	5464.5491	3586.0214	4171.0287	3988.0267	2557.2427	3433.7938	2682.4282	5359.1286	4109.2054	3484.4037	4909.9214	7498.1480	5381.7745	8746.4222	4284.4327	5183.7118	3352.1589	6276.5673	4928.2529
MAP7D2	334.6364	48.4566	35.2423	6.1337	630.0929	14.9502	48.3376	10.3020	89.7476	162.2678	281.3316	82.6202	262.7393	30.5556	187.3299	20.3061	193.3131	2.9985	307.5128	117.6966	58.3613	87.2030	9.5559	663.4074	196.3758	430.9314	430.0254	245.0000	1054.2677	34.3410	10.4067	72.5919	267.0381	684.9604	43.7796	438.9002	215.6805	238.4047	711.8774
MDP1	288.1235	132.6343	273.7553	96.7468	108.4989	358.0980	128.6479	1070.5783	203.8309	138.3724	155.9922	154.6415	167.5258	130.0278	147.6715	105.5680	124.6187	154.5627	183.7024	149.3421	117.2234	434.0092	56.9196	203.3778	314.8588	111.9795	213.5369	156.8357	222.2323	175.5131	135.7435	253.4714	240.9601	120.5858	275.2134	149.4348	121.3957	134.1340	90.4368
MEA1	1083.6591	1081.5468	6039.7156	1154.3407	1332.2766	1627.9070	871.9702	2924.8045	1354.0916	1376.3441	1845.9530	1787.3394	1940.2062	886.9444	831.0953	1351.0889	1121.7844	1000.9995	1200.2684	992.9538	775.9897	2501.8356	2155.1265	2618.3496	1568.3765	1136.1435	1937.4446	1632.1143	998.8905	1056.8817	758.0929	1392.2196	988.8556	1321.3720	1589.9051	1150.1629	713.8314	958.0999	1122.6054
MEAF6	1767.0055	2164.3967	1491.9236	1832.7494	1975.3395	1687.7076	842.4217	2479.0447	1952.4255	1529.3255	962.7937	1151.1754	998.8218	1313.8889	2049.7419	1201.2949	2892.3047	1570.7146	1246.9730	1437.3012	1121.4745	2089.3830	1433.3895	2210.9630	1462.2985	1211.0510	2093.0571	2265.7143	1305.6412	828.2836	1008.9927	1395.0675	1433.7763	1316.6227	1504.1955	1438.3910	978.2449	2051.5348	1373.1801
MED20	530.8835	686.0584	3038.5656	635.7579	730.1644	426.0797	632.7181	561.9293	298.7431	723.3627	473.8903	804.1704	605.3019	408.3333	466.2600	544.1436	408.2317	528.7356	712.4726	400.6360	563.0789	810.9876	866.2170	871.1111	334.8909	551.1250	773.9004	563.5714	493.6353	443.8698	370.3410	777.1056	450.0643	435.3562	598.6866	423.1161	330.9188	385.3910	567.8161
MME	171.2275	298.6791	625.0869	118.9938	1791.9943	95.5150	74.5506	65.5584	134.2059	226.2952	50.2611	268.7125	335.4934	25.9259	950.9151	15081.2242	217.1929	41.4793	147.0460	64.6941	105.1945	377.5888	17.9876	376.5926	116.5981	923.9533	137.0411	1074.2857	305.5072	441.8196	168.5425	21.8706	555.0793	214.2480	662.5319	478.6151	795.2863	197.1768	966.2835
NCF4	241.5950	315.6526	89.6514	253.3218	796.9979	1146.1794	80.3223	109.5762	321.1800	592.3754	654.6997	128.2581	273.6377	188.8889	439.9812	226.0153	366.7263	278.8606	232.8228	736.5779	337.9194	671.4628	81.5065	348.7407	668.0284	630.3048	424.5729	139.2857	177.4085	755.5013	919.4050	137.7385	363.4805	284.4327	528.6392	426.1711	487.4152	388.9760	305.7471
NFS1	513.6826	438.2999	887.8584	505.4168	586.4904	359.6346	487.2242	104.8935	596.6552	479.9609	448.6097	423.3304	432.7393	381.4815	459.5026	702.1778	507.7311	440.2799	720.6419	374.9143	386.1936	434.2708	836.9871	1003.8519	579.4840	483.3381	513.6314	690.7143	851.6682	388.5142	364.0066	848.3015	390.9130	430.6069	371.3973	553.4623	389.5338	476.8093	504.2146
NR2F2	3988.2721	1915.2693	856.3258	545.5926	734.0958	1139.5349	436.0007	207.9138	609.1202	874.3891	1148.8251	385.5611	656.5538	566.6667	1124.7302	1479.1054	872.7517	816.5917	648.2859	574.4528	1502.2642	538.9143	354.1315	753.4815	558.4437	704.6426	1677.5718	994.2857	743.4008	751.4009	1063.9670	587.2499	1463.7805	702.3747	2178.4020	1477.5967	828.8619	1080.8873	2238.3142
OSBPL1A	526.9742	1497.5019	596.6458	3694.3271	650.1072	564.7841	3059.2196	1497.5416	720.0582	694.0371	389.0339	1007.9670	2579.0869	263.8889	1010.2299	771.9247	856.2632	90.9545	134.7921	360.1048	785.3563	631.3495	628.4429	426.9630	382.2315	487.3255	571.7921	702.8571	881.6830	680.6687	773.9381	568.6366	877.8397	912.9288	728.2014	789.2057	943.8157	1077.3023	816.0920
OSBPL5	572.3221	434.1934	366.6435	151.1957	830.5933	500.0000	457.8849	76.7970	425.4700	573.8025	815.9269	326.1532	2279.2342	333.3333	765.0868	387.2866	1266.2006	921.0395	152.2976	262.6738	502.9163	65.4022	543.5638	1010.9630	446.2290	1825.9755	579.4257	410.0000	626.0217	790.3548	603.5858	3240.5770	908.7012	292.8760	1132.4334	805.4990	637.3672	652.4759	536.3985
PHC1	392.2674	701.0663	622.1161	571.3878	236.3831	515.7143	638.0978	638.3610	712.9324	512.5073	663.0222	572.3655	490.9367	573.2870	522.4589	150.9064	253.8940	284.6827	589.1933	331.5770	374.2007	173.8478	303.4570	335.3363	246.2325	648.8009	620.5489	173.3786	324.8238	448.3905	412.5332	557.3662	488.2512	83.0185	365.5381	345.4633	357.0821	251.7320	391.7548
PHTF2	824.8632	491.1368	659.7110	1450.6199	1335.9543	956.8106	946.5520	1191.2901	531.8375	549.8534	744.7781	497.2952	356.4065	1011.1111	1126.9826	1594.4673	529.3367	769.1154	631.3640	389.7238	1194.2460	1999.5640	494.6599	823.7037	497.9530	543.1501	840.0582	738.5714	1267.0508	688.8696	518.2965	591.9032	1191.1702	1088.1266	1032.4699	538.1874	553.7128	576.2940	599.2337
PIK3C3	376.8569	495.5171	441.1469	970.6579	444.2459	367.1096	4362.4121	1046.1250	238.9114	547.8983	314.6214	289.9577	288.6598	229.6296	634.0685	317.8340	297.9296	478.7606	639.5332	417.0044	498.2329	588.6200	341.2029	335.7037	292.8104	326.1179	308.6150	402.1429	474.3401	370.5749	495.2209	552.8153	401.2002	829.5515	500.1824	513.7475	755.1663	403.3162	635.2490
PIPSL	261.1415	135.5143	292.4492	267.4293	461.0436	142.0266	149.8226	212.5966	223.9535	199.9022	221.9321	325.7598	219.1458	325.0000	175.6922	305.1795	221.1729	299.3503	369.3654	116.1377	197.0596	467.4079	297.3581	246.2222	163.0621	158.6443	148.6732	275.7143	202.5995	206.0458	135.2865	313.1689	231.4616	313.9842	146.6618	208.7576	152.7974	193.5918	155.5556
PLCD3	440.1876	226.9523	571.9144	87.0985	191.9228	295.6811	373.7149	67.4315	156.6428	214.5650	280.0261	138.4873	50.6627	84.2593	351.3843	214.2437	82.4423	421.7891	121.3713	106.0049	315.5836	98.5394	130.9725	329.4815	65.7508	187.9806	191.9302	127.1429	335.5219	355.1984	304.7339	45.6026	351.4788	282.3219	813.5717	188.3910	169.5852	404.2124	445.2107
POC1A	154.8084	64.0613	302.0326	195.6650	175.8399	131.2292	361.4501	823.2264	333.6450	123.1672	210.1828	241.9593	98.3800	146.2963	64.9460	193.3490	46.0540	74.9625	252.0788	127.8294	305.4964	467.4079	154.5812	218.0741	156.0486	132.4409	164.6674	234.2857	135.0663	246.0248	105.1977	544.4393	163.3090	258.5752	103.9767	96.2322	95.0360	256.3298	112.6437
POLR3G	60.9851	23.8177	47.9171	175.4238	26.4475	34.8837	37.5158	365.2540	71.4657	65.9824	118.1462	59.0145	9.1311	37.9630	31.5345	138.3167	59.1311	253.3733	161.0503	134.0650	93.3061	348.8119	57.8977	32.2963	48.2173	28.1971	75.9724	72.1429	32.1586	181.4433	84.8368	179.6184	66.0094	122.4274	36.4830	36.1507	52.0706	181.0441	36.0153
PPP1R3F	31.2744	158.2369	48.8446	14.1075	146.5332	100.4983	71.6648	72.1143	247.6369	98.7292	189.2950	51.9327	36.8189	72.2222	88.9723	28.2519	230.8386	23.4883	128.9570	72.4886	60.8831	25.2889	73.0748	119.4074	95.5579	73.4833	170.8470	43.5714	45.0221	82.5208	60.1776	56.3053	63.4376	143.0079	103.6118	61.0998	42.6808	112.0323	70.4981
PSME3	3153.2447	1943.1935	3669.8354	3030.6608	2456.0400	1941.0299	2800.2164	1645.5163	2060.0395	2302.0528	1797.6501	2074.9484	1962.0029	1894.4444	1917.2220	2986.1683	1621.5555	2468.2659	2201.0212	1797.4060	2608.6079	2181.8182	2284.9916	2222.5185	1724.4251	2801.7659	1810.2508	3122.8571	2559.2925	2275.2172	2438.7761	3371.3355	2973.4248	4313.9842	2570.2298	2514.7658	2389.5580	3377.9969	2801.5326
RAB12	1403.4402	812.5385	482.2629	639.1315	927.0908	1176.0797	1384.7171	754.8583	1101.4854	980.9384	729.1123	1343.5625	1589.6907	967.5926	901.3609	723.6610	607.2305	1129.9350	518.1619	638.3675	1308.0866	1678.6571	746.4868	934.8148	684.6853	731.9852	450.0182	699.2857	1009.2456	1146.0657	1103.5575	1752.9083	1471.9246	1462.7968	924.4801	867.6171	1040.8434	1244.0063	1127.2031
RCN3	1387.8030	394.2235	138.8052	174.5037	716.5833	1200.9967	1426.8021	223.8352	813.5452	292.2776	1268.2768	234.0907	166.4212	625.9259	1096.9498	1700.4120	1835.9056	604.1979	1692.7790	1433.4040	808.7729	317.4188	3228.2181	2946.3704	517.2399	343.2071	3802.6172	428.5714	1585.9574	1220.8983	667.8355	267.1010	1561.0802	205.2770	3227.6541	1669.5519	304.7412	298.4540	684.2912
